@relation '/c:/Users/jmonteil/Documents/HCP Anywhere/Documents/Demos/demo Pol/MyMLSample/Data/MLAllData.arff'
@attribute Class {broken,healthy}
@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
broken,16.9342736563,-6.0970213564,119.2107415981
broken,11.4067628532,-5.2461892956,109.8309365946
broken,7.4100543375,-4.1271498045,101.3855674278
broken,4.6411253434,-3.1059652659,93.7001236669
broken,2.7818235972,-2.3177879009,86.6522663499
broken,1.5579168377,-1.7839149541,80.1599969333
broken,0.7558772076,-1.480354291,74.1657654337
broken,0.219181648,-1.3741156466,68.6256455005
broken,-0.1632097027,-1.4406464874,63.503478323
broken,-0.4697945311,-1.6715222208,58.7681674509
broken,-0.7582091766,-2.078087729,54.3927492827
broken,-1.0749800292,-2.6944736234,50.3545960456
broken,-1.4636584918,-3.5820886732,46.6367298436
broken,-1.9720817353,-4.8370721158,43.2308334945
broken,-2.6596794266,-6.6020460042,40.1434058677
broken,-3.6058474053,-9.0836094121,37.4080644383
broken,-4.9205102869,-12.5770089435,35.1100113754
broken,-6.7580699645,-17.498449209,33.4345098115
broken,-9.3357609832,-24.4211881246,32.7619894143
broken,-12.9562634971,-34.0972487003,33.8499443809
broken,-18.0300999459,-47.4047500125,38.1601809122
broken,-25.0800159619,-65.0509847862,48.3627252983
broken,-34.6730484797,-86.6207136001,68.7788754253
broken,-47.1404881086,-108.2614496417,104.4713666959
broken,-61.8095188765,-119.0297060793,155.5281889008
broken,-75.5423638052,-101.4411127439,205.2202290125
broken,-81.7580635505,-50.122572714,222.6805144618
broken,-74.1655457498,6.4546640831,202.2239932405
broken,-54.8166953899,38.9527389951,170.0425183204
broken,-32.3120311375,49.5089503717,144.5481323179
broken,-12.6749955753,50.7908587999,128.6050138204
broken,2.5568094748,50.372156689,120.0328421817
broken,14.0324928062,50.8635721137,116.7803316437
broken,22.87195184,52.5095892512,117.6687079196
broken,29.9849848187,54.5677816267,121.9724905576
broken,35.8848560526,55.8616098433,128.9018978873
broken,40.6792769624,55.1212085329,137.2155501124
broken,44.1453405393,51.4256500809,145.1317450528
broken,45.8926148293,44.7244802638,150.7154281917
broken,45.6122625336,36.0778678277,152.6267549855
broken,43.3240078042,27.2538070836,150.6765771528
broken,39.4671596312,19.8759359039,145.7016332732
broken,34.7652659367,14.7937125106,138.9370367858
broken,29.9720931144,12.052915731,131.4530802732
broken,25.6714905424,11.2473266646,123.9478020669
broken,22.2096912117,11.8773325699,116.8033679563
broken,19.7299251377,13.5495836054,110.220707977
broken,18.2466431699,16.0364861155,104.3317914335
broken,17.7162054769,19.2626809964,99.2717772563
broken,18.0873596016,23.2655211123,95.2259793279
broken,19.3301183641,28.1476025342,92.4685447807
broken,21.446314565,34.0185718386,91.400810712
broken,24.4636563106,40.9092231678,92.5825302496
broken,28.4105923564,48.6317997455,96.7229672293
broken,33.2636821298,56.5658595559,104.5536958495
broken,38.856204712,63.4016078299,116.455386716
broken,44.7471014603,67.0270988228,131.7541983075
broken,50.0943008273,64.9863705172,147.9601258554
broken,53.6683975529,55.8966557961,160.9115080194
broken,54.2031795313,41.1782155272,166.7527037592
broken,51.0771881703,25.0137566668,164.5228940608
broken,44.8219646095,11.7174236933,156.4401015717
broken,36.8768747896,3.2334277864,145.7131503473
broken,28.8024475088,-0.8738963006,134.6318723028
broken,21.6801249945,-2.017143694,124.2295037515
broken,15.9927805093,-1.5186007931,114.7594076114
broken,11.7900489967,-0.2575941227,106.1664087978
broken,8.898614648,1.2987763462,98.3317754226
broken,7.0746534556,2.9675253956,91.1576232348
broken,6.0889427212,4.7384341672,84.5820038004
broken,5.7648206682,6.7029023888,78.5756757585
broken,5.9899602812,9.0176770827,73.1408161889
broken,6.7166123135,11.893278622,68.31869558
broken,7.9590122276,15.5981662461,64.210734277
broken,9.792409192,20.4705856523,61.0199835932
healthy,-12.1276766411,-14.559461589,29.2461830514
healthy,-12.3222194369,-14.3201399682,30.0339117361
healthy,-12.4820530794,-14.0024796944,30.7914258441
healthy,-12.6036872086,-13.6090017912,31.5067309071
healthy,-12.6841123753,-13.1442916258,32.168376691
healthy,-12.7209267153,-12.6149323775,32.7659070306
healthy,-12.7124471683,-12.0293221878,33.2902779962
healthy,-12.6577971698,-11.3973814835,33.7342113437
healthy,-12.5569639149,-10.7301681522,34.0924548426
healthy,-12.4108202539,-10.0394279114,34.3619294214
healthy,-12.2211088665,-9.3371138316,34.5417540042
healthy,-11.9903892637,-8.6349115051,34.6331508537
healthy,-11.721951043,-7.9438044565,34.6392453976
healthy,-11.4196993161,-7.2737085319,34.5647833439
healthy,-11.0880200534,-6.6331952687,34.4157933165
healthy,-10.7316340706,-6.0293141374,34.1992248699
healthy,-10.3554484759,-5.4675135944,33.9225898486
healthy,-9.9644136854,-4.951652403,33.5936304356
healthy,-9.5633927828,-4.4840865042,33.2200309637
healthy,-9.1570482805,-4.0658132077,32.8091837526
healthy,-8.7497494747,-3.696653478,32.3680128338
healthy,-8.345501795,-3.3754541786,31.9028540979
healthy,-7.9478979857,-3.1002946554,31.4193864823
healthy,-7.5600897192,-2.8686853494,30.9226063863
healthy,-7.1847773696,-2.6777496568,30.4168363978
healthy,-6.8242151526,-2.524383567,29.9057593807
healthy,-6.4802286258,-2.4053904465,29.3924696875
healthy,-6.1542415714,-2.3175905643,28.8795344317
healthy,-5.8473094909,-2.2579065595,28.3690591248
healthy,-5.5601572563,-2.2234270929,27.8627533644
healthy,-5.2932188433,-2.2114514879,27.3619935328
healthy,-5.0466774548,-2.2195183789,26.867880551
healthy,-4.8205047288,-2.2454213291,26.3812916123
healthy,-4.6144980568,-2.2872141721,25.9029254874
healthy,-4.428315346,-2.3432085167,25.4333414736
healthy,-4.2615067997,-2.4119655107,24.9729923815
healthy,-4.1135434966,-2.4922836066,24.5222521469
healthy,-3.9838427054,-2.5831837411,24.0814387494
healthy,-3.8717899882,-2.6838930409,23.650833151
healthy,-3.7767582324,-2.7938279102,23.2306949443
healthy,-3.6981238067,-2.9125771315,22.8212753521
healthy,-3.6352800726,-3.0398854305,22.4228281574
healthy,-3.5876485013,-3.1756378047,22.0356190677
healthy,-3.5546876455,-3.319844792,21.6599339511
healthy,-3.5359002173,-3.472628761,21.2960863104
healthy,-3.5308385008,-3.6342112234,20.9444243057
healthy,-3.5391083186,-3.8049011067,20.6053375778
healthy,-3.5603717416,-3.9850838748,20.2792640829
healthy,-3.5943487123,-4.1752113414,19.9666971066
healthy,-3.6408177226,-4.3757919831,19.6681925897
healthy,-3.6996156634,-4.5873815288,19.3843768695
healthy,-3.7706369327,-4.8105735708,19.1159549073
healthy,-3.8538318637,-5.0459899107,18.8637190429
healthy,-3.9492045075,-5.2942703269,18.6285582866
healthy,-4.056809773,-5.5560614149,18.4114681171
healthy,-4.1767499044,-5.8320041206,18.2135607118
healthy,-4.3091702417,-6.1227195512,18.0360754771
healthy,-4.4542541864,-6.428792615,17.8803896782
healthy,-4.6122172607,-6.7507530052,17.7480288814
healthy,-4.7833001203,-7.0890530187,17.6406768105
healthy,-4.9677603522,-7.4440416747,17.5601840926
healthy,-5.165862858,-7.8159345992,17.5085752019
healthy,-5.3778685973,-8.2047791541,17.4880527242
healthy,-5.6040214418,-8.6104143443,17.500997839
healthy,-5.844532874,-9.0324251357,17.5499656635
healthy,-6.0995642549,-9.4700909818,17.6376738236
healthy,-6.3692063931,-9.922328607,17.7669823191
healthy,-6.6534561702,-10.3876294552,17.9408624613
healthy,-6.952190033,-10.8639927055,18.1623523965
healthy,-7.2651342468,-11.3488554079,18.4344965434
healthy,-7.5918319397,-11.8390221219,18.7602662141
healthy,-7.9316071543,-12.3305974538,19.1424588414
healthy,-8.2835263782,-12.8189260808,19.5835736847
healthy,-8.6463583544,-13.298546176,20.0856627461
healthy,-9.0185333802,-13.7631635243,20.6501570048
healthy,-9.3981037917,-14.2056549147,21.2776700766
healthy,-9.7827078815,-14.6181103947,21.9677840784
healthy,-10.1695400826,-14.9919244044,22.7188258273
healthy,-10.5553308283,-15.3179453336,23.5276453878
healthy,-10.9363399887,-15.5866912956,24.3894131287
healthy,-11.3083680933,-15.7886365283,25.297455357
healthy,-11.6667895681,-15.9145675932,26.2431515988
healthy,-12.0066118101,-15.9560014266,27.2159178194
healthy,-12.3225629794,-15.9056486316,28.2032984285
healthy,-12.6092098316,-15.7578959822,29.1911849976
healthy,-12.8611047236,-15.5092731743,30.1641708095
healthy,-13.0729581997,-15.1588620727,31.1060378607
healthy,-13.2398305095,-14.7086038575,32.0003577632
healthy,-13.3573323774,-14.1634621604,32.8311720378
healthy,-13.42182276,-13.5314093846,33.5837031286
healthy,-13.43058969,-12.8232187042,34.2450379066
healthy,-13.3820000111,-12.0520641759,34.8047228814
healthy,-13.2756051443,-11.2329531497,35.2552161315
healthy,-13.1121929847,-10.382035172,35.5921548441
healthy,-12.8937803597,-9.5158462745,35.8144173951
healthy,-12.6235456329,-8.6505542677,35.9239818231
healthy,-12.3057063237,-7.8012682877,35.9256044762
healthy,-11.9453512808,-6.9814651047,35.8263600058
healthy,-11.5482403867,-6.2025678903,35.6350942857
healthy,-11.120586587,-5.4736935304,35.3618444038
healthy,-10.6688351425,-4.8015655478,35.0172752799
healthy,-10.1994535749,-4.1905740359,34.6121725966
healthy,-9.7187432118,-3.6429533833,34.1570190089
healthy,-9.2326800255,-3.1590434649,33.6616674367
healthy,-8.7467891007,-2.7375998289,33.1351135315
healthy,-8.2660539589,-2.376122026,32.5853603325
healthy,-7.7948594043,-2.0711751369,32.0193621307
healthy,-7.3369646629,-1.8186863925,31.4430315076
healthy,-6.8955024013,-1.6142054451,30.8612928956
healthy,-6.4729986448,-1.4531226413,30.2781671343
healthy,-6.0714085645,-1.3308441925,29.6968736927
healthy,-5.6921634147,-1.2429263802,29.1199399078
healthy,-5.336224452,-1.1851729634,28.5493093147
healthy,-5.0041403329,-1.1537010125,27.9864436368
healthy,-4.6961051872,-1.1449807012,27.4324151044
healthy,-4.4120152284,-1.1558544012,26.8879874266
healthy,-4.1515223622,-1.1835399266,26.3536849679
healthy,-3.9140837673,-1.2256221267,25.8298505233
healthy,-3.6990068361,-1.2800363317,25.3166926173
healthy,-3.5054891957,-1.3450464813,24.814323542
healthy,-3.3326537786,-1.419220163,24.322789462
healthy,-3.1795790893,-1.5014022555,23.8420939045
healthy,-3.0453249426,-1.5906884386,23.3722158733
healthy,-2.9289540223,-1.6863994666,22.9131236934
healthy,-2.8295496579,-1.7880568237,22.4647855525
healthy,-2.7462302311,-1.8953601552,22.0271775569
healthy,-2.678160625,-2.008166697,21.6002899795
healthy,-2.6245611108,-2.1264728038,21.1841322558
healthy,-2.5847140462,-2.2503975741,20.7787371748
healthy,-2.5579687285,-2.3801685094,20.3841646213
healthy,-2.5437447109,-2.516109089,20.0005051563
healthy,-2.5415338612,-2.6586281125,19.6278836599
healthy,-2.5509014013,-2.808210634,19.2664632227
healthy,-2.5714861399,-2.9654102991,18.9164494325
healthy,-2.6030000726,-3.130842879,18.5780951852
healthy,-2.6452274972,-3.3051807895,18.2517061287
healthy,-2.6980237605,-3.4891483711,17.9376468397
healthy,-2.7613137294,-3.6835176956,17.6363478243
healthy,-2.8350900467,-3.8891046511,17.3483134325
healthy,-2.919411215,-4.1067650397,17.0741307666
healthy,-3.014399521,-4.3373903992,16.8144796639
healthy,-3.1202387913,-4.5819032317,16.570143822
healthy,-3.2371719465,-4.841251284,16.3420231232
healthy,-3.3654982935,-5.116400484,16.1311471934
healthy,-3.5055704687,-5.4083260793,15.9386901988
healthy,-3.6577909176,-5.7180014662,15.7659868385
healthy,-3.8226077615,-6.0463841238,15.614549425
healthy,-4.0005098705,-6.394397989,15.4860858554
healthy,-4.19202092,-6.7629115242,15.3825181565
healthy,-4.3976921683,-7.1527106407,15.3060011257
healthy,-4.6180936461,-7.5644655599,15.2589403844
healthy,-4.8538033992,-7.9986906232,15.2440088968
healthy,-5.1053943771,-8.4556960203,15.264160677
healthy,-5.3734185086,-8.93553041,15.3226400051
healthy,-5.6583874607,-9.4379134854,15.4229839889
healthy,-5.9607495427,-9.962157717,15.5690157469
healthy,-6.2808621966,-10.5070788477,15.764824859
healthy,-6.6189595287,-11.0708952496,16.0147310561
healthy,-6.9751143864,-11.6511170623,16.3232264542
healthy,-7.3491946004,-12.2444271746,16.6948910478
healthy,-7.7408132064,-12.8465576506,17.134275797
healthy,-8.1492727619,-13.4521671917,17.6457476175
healthy,-8.5735043163,-14.0547276741,18.2332911487
healthy,-9.0120021849,-14.6464306647,18.9002635921
healthy,-9.4627564633,-15.2181279355,19.6491014766
healthy,-9.9231861811,-15.7593230786,20.4809822211
healthy,-10.3900771329,-16.2582338915,21.3954490338
healthy,-10.8595296736,-16.7019465579,22.3900150618
healthy,-11.3269230243,-17.076681926,23.4597715006
healthy,-11.7869037365,-17.3681903607,24.5970338781
healthy,-12.2334066664,-17.5622837853,25.7910696317
healthy,-12.6597168359,-17.6455009788,27.0279565128
healthy,-13.0585795673,-17.6058850288,28.2906229112
healthy,-13.4223640043,-17.4338311765,29.5591154467
healthy,-13.743281378,-17.1229416288,30.8111242225
healthy,-14.0136541981,-16.6708051137,32.0227714236
healthy,-14.2262262714,-16.0796078207,33.1696360802
healthy,-14.3744967953,-15.35648362,34.2279509739
healthy,-14.4530557413,-14.5135283704,35.1758733627
healthy,-14.4578935516,-13.5674360377,35.994707099
healthy,-14.3866569505,-12.5387596818,36.6699466872
healthy,-14.238825169,-11.4508507635,37.1920277877
healthy,-14.0157872166,-10.3285759129,37.5567028395
healthy,-13.7208103123,-9.1969416506,37.7650091137
healthy,-13.3589008193,-8.0797678114,37.8228501206
healthy,-12.9365701787,-6.9985377494,37.7402592493
healthy,-12.4615275844,-5.9715213729,37.5304479451
healthy,-11.9423270874,-5.0132233887,37.2087548167
healthy,-11.3879987915,-4.1341632918,36.7916068199
healthy,-10.8076919516,-3.3409541593,36.2955832348
healthy,-10.2103529282,-2.6366198655,35.736644014
healthy,-9.6044542832,-2.0210769566,35.1295530049
healthy,-8.997784097,-1.4917069118,34.4874989946
healthy,-8.3972979222,-1.0439535619,33.8218967953
healthy,-7.8090303734,-0.6718949822,33.1423377836
healthy,-7.2380595421,-0.3687554458,32.4566538352
healthy,-6.6885152144,-0.1273382264,31.7710588494
healthy,-6.1636210554,0.0596275012,31.09033609
healthy,-5.6657611708,0.199223331,30.4180455723
healthy,-5.1965624107,0.2981537422,29.7567322705
healthy,-4.7569851184,0.3626225064,29.1081220631
healthy,-4.3474165085,0.3982612716,28.4732975314
healthy,-3.9677622861,0.4100986381,27.8528497928
healthy,-3.6175334121,0.4025592827,27.2470054907
healthy,-3.2959259965,0.379484295,26.655730023
healthy,-3.0018931732,0.3441655817,26.0788092627
healthy,-2.7342084728,0.2993887691,25.5159126012
healthy,-2.4915206935,0.2474804177,24.9666403118
healthy,-2.2724006046,0.1903565073,24.4305581218
healthy,-2.0753800356,0.1295700679,23.9072216248
healthy,-1.8989840273,0.0663565413,23.3961928168
healthy,-1.7417567818,0.0016759899,22.8970506833
healthy,-1.6022821601,-0.0637483353,22.4093974113
healthy,-1.4791994541,-0.129395279,21.932861478
healthy,-1.3712151201,-0.1949149334,21.4670985955
healthy,-1.2771111052,-0.2601015414,21.011791254
healthy,-1.1957503401,-0.3248699529,20.5666474141
healthy,-1.1260799091,-0.3892353853,20.1313987505
healthy,-1.0671323472,-0.4532962136,19.7057987269
healthy,-1.0180254565,-0.5172195082,19.289620695
healthy,-0.9779609806,-0.5812290408,18.8826561415
healthy,-0.9462224255,-0.6455954902,18.4847131592
healthy,-0.9221722706,-0.7106285957,18.0956151877
healthy,-0.9052487766,-0.7766710248,17.715200041
healthy,-0.8949625565,-0.8440937435,17.3433192318
healthy,-0.8908930515,-0.9132926964,16.9798375905
healthy,-0.8926850231,-0.9846866263,16.6246331752
healthy,-0.9000451513,-1.0587158833,16.2775974709
healthy,-0.9127388099,-1.1358420901,15.9386358755
healthy,-0.9305870723,-1.2165485496,15.6076684783
healthy,-0.9534639905,-1.3013412961,15.2846311406
healthy,-0.9812941749,-1.3907507049,14.9694768941
healthy,-1.0140506973,-1.4853335876,14.6621776822
healthy,-1.0517533285,-1.585675711,14.362726476
healthy,-1.0944671191,-1.6923946851,14.0711398072
healthy,-1.1423013244,-1.8061431712,13.7874607692
healthy,-1.1954086722,-1.927612367,13.5117625491
healthy,-1.2539849677,-2.0575357239,13.2441525657
healthy,-1.3182690282,-2.1966928513,12.9847773015
healthy,-1.3885429341,-2.3459135596,12.7338279326
healthy,-1.4651325841,-2.5060819801,12.4915468757
healthy,-1.5484085358,-2.6781406939,12.2582353896
healthy,-1.6387871084,-2.8630947756,12.0342623904
healthy,-1.7367317218,-3.0620156411,11.820074657
healthy,-1.8427544354,-3.2760445495,11.6162086293
healthy,-1.9574176445,-3.5063955716,11.423304023
healthy,-2.0813358787,-3.7543577837,11.242119507
healthy,-2.2151776311,-4.0212963776,11.0735507104
healthy,-2.3596671308,-4.3086522948,10.9186508435
healthy,-2.5155859439,-4.6179398911,10.778654223
healthy,-2.6837742597,-4.9507420081,10.6550029913
healthy,-2.8651316796,-5.3087016753,10.5493772956
healthy,-3.0606172792,-5.693509481,10.4637291413
healthy,-3.2712486554,-6.1068854249,10.4003200455
healthy,-3.4980995969,-6.5505538083,10.3617624683
healthy,-3.7422959338,-7.0262094146,10.351064775
healthy,-4.0050090123,-7.5354728964,10.3716791547
healthy,-4.287446123,-8.0798329201,10.4275514527
healthy,-4.5908370668,-8.6605722419,10.5231712302
healthy,-4.9164158808,-9.2786745321,10.6636194932
healthy,-5.2653965729,-9.9347084839,10.8546103841
healthy,-5.6389415258,-10.6286856118,11.1025216558
healthy,-6.0381210527,-11.3598882847,11.4144069054
healthy,-6.4638624312,-12.1266651153,11.7979803185
healthy,-6.916886646,-12.926192063,12.2615621138
healthy,-7.3976310793,-13.7541997844,12.8139700884
healthy,-7.9061565757,-14.6046712281,13.4643399329
healthy,-8.4420377479,-15.4695185861,14.2218547598
healthy,-9.004236215,-16.3382558322,15.0953633104
healthy,-9.5909577843,-17.1976923912,16.0928676268
healthy,-10.1994965529,-18.0316848969,17.220865981
healthy,-10.8260716204,-18.8209968329,18.4835471842
healthy,-11.4656656374,-19.5433285865,19.8818496791
healthy,-12.1118786733,-20.1735903717,21.4124241845
healthy,-12.7568156092,-20.6844935687,23.0665719653
